candidate_name,molecule_chembl_id,activity_id,target_chembl_id,target_pref_name,target_organism,assay_chembl_id,document_chembl_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,data_validity_comment,potential_duplicate,matched_network_proteins,target_evidence_class
triazolam,CHEMBL646,17275844,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CALCIUM,=,108,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275845,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOS,=,106,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275846,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PROT,=,52000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275847,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALB,=,24000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275848,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALBGLOB,=,0.9,,,,FALSE,,other_target
triazolam,CHEMBL646,17275849,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,AST,=,65.4,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275850,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALT,=,35.8,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275851,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,LDH,=,68.8,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275852,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GGT,=,1,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275853,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALP,=,1675,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275854,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CHOL,=,822,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275855,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,TRIG,=,838,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275856,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOSLPD,=,1582,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275857,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILI,=,0.6,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275858,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILDIR,=,0.1,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275859,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GLUC,=,1836,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275860,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BUN,=,120,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275861,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CREAT,=,2,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275862,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,SODIUM,=,141.2,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275863,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,POTASSIUM,=,4.1,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275864,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,Cl,=,104.2,meq/L,,,FALSE,,other_target
triazolam,CHEMBL646,17275865,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CALCIUM,=,113,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275866,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOS,=,94,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275867,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PROT,=,54000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275868,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALB,=,25000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275869,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALBGLOB,=,0.9,,,,FALSE,,other_target
triazolam,CHEMBL646,17275870,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,AST,=,68.2,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275871,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALT,=,41.6,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275872,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,LDH,=,91,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275873,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GGT,=,1.2,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275874,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALP,=,1451.2,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275875,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CHOL,=,904,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275876,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,TRIG,=,608,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275877,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOSLPD,=,1694,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275878,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILI,=,0.66,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275879,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILDIR,=,0.08,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275880,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GLUC,=,1890,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275881,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BUN,=,96,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275882,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CREAT,=,1,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275883,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,SODIUM,=,141.4,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275884,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,POTASSIUM,=,4.2,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275885,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,Cl,=,103.2,meq/L,,,FALSE,,other_target
triazolam,CHEMBL646,17275886,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CALCIUM,=,113,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275887,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOS,=,107,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275888,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PROT,=,52000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275889,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALB,=,25000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275890,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALBGLOB,=,0.9,,,,FALSE,,other_target
triazolam,CHEMBL646,17275891,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,AST,=,71,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275892,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALT,=,40.2,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275893,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,LDH,=,79.4,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275894,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GGT,=,1.8,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275895,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALP,=,1395,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275896,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CHOL,=,812,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275897,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,TRIG,=,376,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275898,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOSLPD,=,1476,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275899,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILI,=,0.68,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275900,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILDIR,=,0.1,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275901,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GLUC,=,1834,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275902,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BUN,=,102,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275903,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CREAT,=,1,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275904,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,SODIUM,=,141.8,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275905,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,POTASSIUM,=,4.1,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275906,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,Cl,=,103,meq/L,,,FALSE,,other_target
triazolam,CHEMBL646,17275907,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CALCIUM,=,112,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275908,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOS,=,109,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275909,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PROT,=,53000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275910,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALB,=,25000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275911,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALBGLOB,=,0.9,,,,FALSE,,other_target
triazolam,CHEMBL646,17275912,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,AST,=,66.6,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275913,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALT,=,35.6,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275914,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,LDH,=,63.2,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275915,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GGT,=,1,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275916,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALP,=,1488.6,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275917,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CHOL,=,742,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275918,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,TRIG,=,494,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275919,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOSLPD,=,1442,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275920,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILI,=,0.58,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275921,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILDIR,=,0.1,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275922,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GLUC,=,1880,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275923,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BUN,=,100,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275924,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CREAT,=,2,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275925,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,SODIUM,=,141.2,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275926,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,POTASSIUM,=,4.4,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275927,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,Cl,=,104.4,meq/L,,,FALSE,,other_target
triazolam,CHEMBL646,17275928,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CALCIUM,=,110,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275929,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOS,=,106,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275930,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PROT,=,51000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275931,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALB,=,24000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275932,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALBGLOB,=,0.9,,,,FALSE,,other_target
triazolam,CHEMBL646,17275933,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,AST,=,65.2,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275934,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALT,=,32,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275935,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,LDH,=,57.4,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275936,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GGT,=,1.2,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275937,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALP,=,1802.4,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275938,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CHOL,=,776,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275939,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,TRIG,=,880,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275940,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOSLPD,=,1552,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275941,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILI,=,0.58,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275942,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILDIR,=,0.18,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275943,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GLUC,=,1802,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275944,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BUN,=,118,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275945,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CREAT,=,2,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275946,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,SODIUM,=,140.8,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275947,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,POTASSIUM,=,4.5,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275948,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,Cl,=,102.8,meq/L,,,FALSE,,other_target
triazolam,CHEMBL646,17275949,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CALCIUM,=,113,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275950,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOS,=,92,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275951,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PROT,=,54000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275952,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALB,=,26000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275953,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALBGLOB,=,0.9,,,,FALSE,,other_target
triazolam,CHEMBL646,17275954,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,AST,=,66.2,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275955,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALT,=,44.4,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275956,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,LDH,=,73.6,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275957,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GGT,=,1,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275958,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALP,=,1289.6,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275959,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CHOL,=,782,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275960,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,TRIG,=,500,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275961,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOSLPD,=,1488,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275962,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILI,=,0.64,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275963,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILDIR,=,0.08,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275964,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GLUC,=,1746,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275965,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BUN,=,94,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275966,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CREAT,=,1,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275967,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,SODIUM,=,139.6,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275968,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,POTASSIUM,=,4.3,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275969,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,Cl,=,102.6,meq/L,,,FALSE,,other_target
triazolam,CHEMBL646,17275970,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CALCIUM,=,110,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275971,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOS,=,104,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275972,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PROT,=,52000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275973,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALB,=,24000,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275974,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALBGLOB,=,0.9,,,,FALSE,,other_target
triazolam,CHEMBL646,17275975,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,AST,=,72,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275976,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALT,=,38.8,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275977,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,LDH,=,97.8,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275978,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GGT,=,1,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275979,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,ALP,=,1325.6,IU.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275980,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CHOL,=,854,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275981,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,TRIG,=,682,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275982,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,PHOSLPD,=,1628,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275983,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILI,=,0.56,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275984,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BILDIR,=,0.12,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275985,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,GLUC,=,1842,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275986,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,BUN,=,100,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275987,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,CREAT,=,1,ug.mL-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275988,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,SODIUM,=,141.6,mEq.L-1,,,FALSE,,other_target
triazolam,CHEMBL646,17275989,CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL3885863,CHEMBL3885861,POTASSIUM,=,4.5,mEq.L-1,,,FALSE,,other_target
