queried_protein,queried_target_chembl_id,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,action_type.action_type,action_type.description,action_type.parent_type,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei
RPS2,CHEMBL6066954,NA,26221861,,CHEMBL5652335,Binding affinity to human RPS2 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0003036,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL3752910,NA,CHEMBL3752910,7.09,0,http://www.openphacts.org/units/Nanomolar,4136305,=,72,0,=,NA,ED50,nM,NA,80.43,CHEMBL6066954,Homo sapiens,Small ribosomal subunit protein uS5,9606,NA,NA,ED50,nM,UO_0000065,NA,80.432,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,NA,NA,NA,NA
RPL3,CHEMBL6066907,NA,26221738,,CHEMBL5652302,Binding affinity to human RPL3 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0000034,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL5653589,NA,CHEMBL5653589,4.98,0,http://www.openphacts.org/units/Nanomolar,4136306,=,72,1,=,NA,Kd,nM,NA,10412.18,CHEMBL6066907,Homo sapiens,Large ribosomal subunit protein uL3,9606,NA,NA,Kd(app),nM,UO_0000065,NA,10412.178,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,9.90,0.18,-0.77,5.10
RPL3,CHEMBL6066907,NA,26221739,,CHEMBL5652302,Binding affinity to human RPL3 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0003036,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL5653589,NA,CHEMBL5653589,4.98,0,http://www.openphacts.org/units/Nanomolar,4136306,=,72,0,=,NA,ED50,nM,NA,10412.18,CHEMBL6066907,Homo sapiens,Large ribosomal subunit protein uL3,9606,NA,NA,ED50,nM,UO_0000065,NA,10412.178,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,NA,NA,NA,NA
RPL3,CHEMBL6066907,NA,26221740,,CHEMBL5652302,Binding affinity to human RPL3 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0000034,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL3752910,NA,CHEMBL3752910,5.58,0,http://www.openphacts.org/units/Nanomolar,4136305,=,72,1,=,NA,Kd,nM,NA,2638.87,CHEMBL6066907,Homo sapiens,Large ribosomal subunit protein uL3,9606,NA,NA,Kd(app),nM,UO_0000065,NA,2638.869,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,11.08,0.21,-0.17,5.71
RPL3,CHEMBL6066907,NA,26221741,,CHEMBL5652302,Binding affinity to human RPL3 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0003036,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL3752910,NA,CHEMBL3752910,5.58,0,http://www.openphacts.org/units/Nanomolar,4136305,=,72,0,=,NA,ED50,nM,NA,2638.87,CHEMBL6066907,Homo sapiens,Large ribosomal subunit protein uL3,9606,NA,NA,ED50,nM,UO_0000065,NA,2638.869,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,NA,NA,NA,NA
RPS3A,CHEMBL6067564,NA,26221910,,CHEMBL5652348,Binding affinity to human RPS3A incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0000034,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL3752910,NA,CHEMBL3752910,5.61,0,http://www.openphacts.org/units/Nanomolar,4136305,=,72,1,=,NA,Kd,nM,NA,2452.47,CHEMBL6067564,Homo sapiens,Small ribosomal subunit protein eS1,9606,NA,NA,Kd(app),nM,UO_0000065,NA,2452.469,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,11.14,0.21,-0.14,5.75
RPS3A,CHEMBL6067564,NA,26221911,,CHEMBL5652348,Binding affinity to human RPS3A incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0003036,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL3752910,NA,CHEMBL3752910,5.61,0,http://www.openphacts.org/units/Nanomolar,4136305,=,72,0,=,NA,ED50,nM,NA,2452.47,CHEMBL6067564,Homo sapiens,Small ribosomal subunit protein eS1,9606,NA,NA,ED50,nM,UO_0000065,NA,2452.469,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,NA,NA,NA,NA
RPS3A,CHEMBL6067564,NA,26298629,,CHEMBL5697496,Inhibition of RPS3A (unknown origin) assessed as fold change at 10 uM incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000179,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,NA,0,NA,4139758,=,72,0,=,NA,FC,NA,NA,0.561,CHEMBL6067564,Homo sapiens,Small ribosomal subunit protein eS1,9606,NA,NA,FC,NA,NA,NA,0.561,INHIBITOR,"Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway",NEGATIVE MODULATOR,NA,NA,NA,NA
RPS3A,CHEMBL6067564,NA,26299329,,CHEMBL5698196,Inhibition of RPS3A (unknown origin) assessed as fold change at 2 uM incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000179,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,NA,0,NA,4139758,=,72,0,=,NA,FC,NA,NA,0.364,CHEMBL6067564,Homo sapiens,Small ribosomal subunit protein eS1,9606,NA,NA,FC,NA,NA,NA,0.364,INHIBITOR,"Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway",NEGATIVE MODULATOR,NA,NA,NA,NA
RPS3A,CHEMBL6067564,NA,26300029,,CHEMBL5698896,Inhibition of RPS3A (unknown origin) assessed as fold change at 0.4 uM incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000179,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,NA,0,NA,4139758,=,72,0,=,NA,FC,NA,NA,0.812,CHEMBL6067564,Homo sapiens,Small ribosomal subunit protein eS1,9606,NA,NA,FC,NA,NA,NA,0.812,INHIBITOR,"Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway",NEGATIVE MODULATOR,NA,NA,NA,NA
RPS3A,CHEMBL6067564,NA,26300729,,CHEMBL5699596,Inhibition of RPS3A (unknown origin) assessed as fold change at 0.08 uM incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000179,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,NA,0,NA,4139758,=,72,0,=,NA,FC,NA,NA,0.619,CHEMBL6067564,Homo sapiens,Small ribosomal subunit protein eS1,9606,NA,NA,FC,NA,NA,NA,0.619,INHIBITOR,"Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway",NEGATIVE MODULATOR,NA,NA,NA,NA
RPS3A,CHEMBL6067564,NA,26301429,,CHEMBL5700296,Inhibition of RPS3A (unknown origin) assessed as fold change at 0.016 uM incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000179,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,NA,0,NA,4139758,=,72,0,=,NA,FC,NA,NA,0.966,CHEMBL6067564,Homo sapiens,Small ribosomal subunit protein eS1,9606,NA,NA,FC,NA,NA,NA,0.966,INHIBITOR,"Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway",NEGATIVE MODULATOR,NA,NA,NA,NA
RPS3A,CHEMBL6067564,NA,26302129,,CHEMBL5700996,Inhibition of RPS3A (unknown origin) incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,B,NA,NA,BAO_0000190,BAO_0000357,single protein format,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,NA,NA,CHEMBL5696440,Nature,2011,NA,CHEMBL1232461,MOLIBRESIB,CHEMBL1232461,5.46,0,http://www.openphacts.org/units/Nanomolar,4139758,=,72,1,=,NA,IC50,nM,NA,3440.0,CHEMBL6067564,Homo sapiens,Small ribosomal subunit protein eS1,9606,NA,NA,IC50,uM,UO_0000065,NA,3.44,INHIBITOR,"Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway",NEGATIVE MODULATOR,12.89,0.25,1.80,6.71
EEF1B2,CHEMBL4295731,NA,18783012,,CHEMBL4270828,Binding affinity to elongation factor 1-beta in human Hela cells lysates assessed as protein enrichment by measuring normalized heavy/light ratio at by nano-LC-ESIMS/MS analysis,B,NA,NA,BAO_0000193,BAO_0000219,cell-based format,C/C=C(\C)C(=O)O[C@H]1[C@H](O)[C@]2(COC(C)=O)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,NA,NA,CHEMBL4270485,J Nat Prod,2017,NA,CHEMBL4294164,NA,CHEMBL4294164,NA,0,NA,3121021,=,1,0,=,NA,Ratio,NA,NA,0.525,CHEMBL4295731,Homo sapiens,Elongation factor 1-beta,9606,NA,NA,Ratio,NA,NA,NA,0.525,NA,NA,NA,NA,NA,NA,NA
EEF1B2,CHEMBL4295731,NA,26217579,,CHEMBL5650977,Binding affinity to human EEF1B2 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0000034,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL5653589,NA,CHEMBL5653589,6.18,0,http://www.openphacts.org/units/Nanomolar,4136306,=,72,1,=,NA,Kd,nM,NA,661.51,CHEMBL4295731,Homo sapiens,Elongation factor 1-beta,9606,NA,NA,Kd(app),nM,UO_0000065,NA,661.506,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,12.27,0.23,0.43,6.33
EEF1B2,CHEMBL4295731,NA,26217580,,CHEMBL5650977,Binding affinity to human EEF1B2 incubated for 45 mins by Kinobead based pull down assay,B,NA,NA,BAO_0003036,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,NA,NA,CHEMBL5649169,ChemMedChem,2018,NA,CHEMBL5653589,NA,CHEMBL5653589,6.18,0,http://www.openphacts.org/units/Nanomolar,4136306,=,72,0,=,NA,ED50,nM,NA,661.51,CHEMBL4295731,Homo sapiens,Elongation factor 1-beta,9606,NA,NA,ED50,nM,UO_0000065,NA,661.506,BINDING AGENT,"Binds to a substance such as a cell surface antigen, targeting a drug to that location, but not necessarily affecting the functioning of the substance itself",OTHER,NA,NA,NA,NA
