stitch_flat_id,stitch_stereo_id,label_umls_id,placebo,frequency_description,frequency_lower,frequency_upper,meddra_concept_type,meddra_umls_id,side_effect_name,is_placebo,sider_version
CID100005735,CID000969472,C1458155,,infrequent,0.001,0.01,PT,C1458155,Breast neoplasm,FALSE,4.1
CID100005735,CID000969472,C0024902,,infrequent,0.001,0.01,PT,C0024902,Breast pain,FALSE,4.1
CID100005735,CID000969472,C0018520,,infrequent,0.001,0.01,PT,C0018520,Breath odour,FALSE,4.1
CID100005735,CID000969472,C0006277,,infrequent,0.001,0.01,PT,C0006277,Bronchitis,FALSE,4.1
CID100005735,CID000969472,C0006444,,infrequent,0.001,0.01,PT,C0006444,Bursitis,FALSE,4.1
CID100005735,CID000969472,C0007642,,infrequent,0.001,0.01,PT,C0007642,Cellulitis,FALSE,4.1
CID100005735,CID000969472,C0008031,,frequent,0.01,1,PT,C0008031,Chest pain,FALSE,4.1
CID100005735,CID000969472,C0008350,,infrequent,0.001,0.01,PT,C0008350,Cholelithiasis,FALSE,4.1
CID100005735,CID000969472,C0009319,,rare,0,0.001,PT,C0009319,Colitis,FALSE,4.1
CID100005735,CID000969472,C0009676,,0%,0,0,PT,C0009676,Confusional state,FALSE,4.1
CID100005735,CID000969472,C0009676,,3%,0.03,0.03,PT,C0009676,Confusional state,FALSE,4.1
CID100005735,CID000969472,C0009676,placebo,0%,0,0,PT,C0009676,Confusional state,TRUE,4.1
CID100005735,CID000969472,C0009763,,infrequent,0.001,0.01,PT,C0009763,Conjunctivitis,FALSE,4.1
CID100005735,CID000969472,C0520966,,infrequent,0.001,0.01,PT,C0520966,Coordination abnormal,FALSE,4.1
CID100005735,CID000969472,C0010692,,infrequent,0.001,0.01,PT,C0010692,Cystitis,FALSE,4.1
CID100005735,CID000969472,C0010692,,infrequent,0.001,0.01,PT,C0403632,Cystitis noninfective,FALSE,4.1
CID100005735,CID000969472,C0003123,,infrequent,0.001,0.01,PT,C0232462,Decreased appetite,FALSE,4.1
CID100005735,CID000969472,C0011175,,rare,0,0.001,PT,C0011175,Dehydration,FALSE,4.1
CID100005735,CID000969472,C0085628,,rare,0,0.001,PT,C0549249,Depressed level of consciousness,FALSE,4.1
CID100005735,CID000969472,C0011570,,1%,0.01,0.01,PT,C0011570,Depression,FALSE,4.1
CID100005735,CID000969472,C0011570,,4%,0.04,0.04,PT,C0011570,Depression,FALSE,4.1
CID100005735,CID000969472,C0011570,placebo,0%,0,0,PT,C0011570,Depression,TRUE,4.1
CID100005735,CID000969472,C0015230,,3%,0.03,0.03,PT,C0011603,Dermatitis,FALSE,4.1
CID100005735,CID000969472,C0015230,,4%,0.04,0.04,PT,C0011603,Dermatitis,FALSE,4.1
CID100005735,CID000969472,C0015230,placebo,1%,0.01,0.01,PT,C0011603,Dermatitis,TRUE,4.1
CID100005735,CID000969472,C0151883,,rare,0,0.001,PT,C0085932,Dermatitis bullous,FALSE,4.1
CID100005735,CID000969472,C0011616,,infrequent,0.001,0.01,PT,C0011616,Dermatitis contact,FALSE,4.1
CID100005735,CID000969472,C0011991,,2%,0.02,0.02,PT,C0011991,Diarrhoea,FALSE,4.1
CID100005735,CID000969472,C0011991,,4%,0.04,0.04,PT,C0011991,Diarrhoea,FALSE,4.1
CID100005735,CID000969472,C0011991,placebo,2%,0.02,0.02,PT,C0011991,Diarrhoea,TRUE,4.1
CID100005735,CID000969472,C0231218,,infrequent,0.001,0.01,PT,C0234215,Discomfort,FALSE,4.1
CID100005735,CID000969472,C0011124,,0%,0,0,PT,C0855242,Disturbance in sexual arousal,FALSE,4.1
CID100005735,CID000969472,C0011124,,3%,0.03,0.03,PT,C0855242,Disturbance in sexual arousal,FALSE,4.1
CID100005735,CID000969472,C0011124,placebo,0%,0,0,PT,C0855242,Disturbance in sexual arousal,TRUE,4.1
CID100005735,CID000969472,C0012833,,1%,0.01,0.01,PT,C0012833,Dizziness,FALSE,4.1
CID100005735,CID000969472,C0012833,,5%,0.05,0.05,PT,C0012833,Dizziness,FALSE,4.1
CID100005735,CID000969472,C0012833,,6%,0.06,0.06,PT,C0012833,Dizziness,FALSE,4.1
CID100005735,CID000969472,C0012833,,7%,0.07,0.07,PT,C0012833,Dizziness,FALSE,4.1
CID100005735,CID000969472,C0012833,placebo,2%,0.02,0.02,PT,C0012833,Dizziness,TRUE,4.1
CID100005735,CID000969472,C0012833,placebo,4%,0.04,0.04,PT,C0012833,Dizziness,TRUE,4.1
CID100005735,CID000969472,C0314719,,infrequent,0.001,0.01,PT,C0314719,Dry eye,FALSE,4.1
CID100005735,CID000969472,C0043352,,3%,0.03,0.03,PT,C0043352,Dry mouth,FALSE,4.1
CID100005735,CID000969472,C0043352,,5%,0.05,0.05,PT,C0043352,Dry mouth,FALSE,4.1
CID100005735,CID000969472,C0043352,,7%,0.07,0.07,PT,C0043352,Dry mouth,FALSE,4.1
CID100005735,CID000969472,C0043352,placebo,2%,0.02,0.02,PT,C0043352,Dry mouth,TRUE,4.1
CID100005735,CID000969472,C0043352,placebo,3%,0.03,0.03,PT,C0043352,Dry mouth,TRUE,4.1
CID100005735,CID000969472,C0151908,,infrequent,0.001,0.01,PT,C0151908,Dry skin,FALSE,4.1
CID100005735,CID000969472,C0013390,,0%,0,0,PT,C0013390,Dysmenorrhoea,FALSE,4.1
CID100005735,CID000969472,C0013390,,3%,0.03,0.03,PT,C0013390,Dysmenorrhoea,FALSE,4.1
CID100005735,CID000969472,C0013390,placebo,0%,0,0,PT,C0013390,Dysmenorrhoea,TRUE,4.1
CID100005735,CID000969472,C0013395,,2%,0.02,0.02,PT,C0013395,Dyspepsia,FALSE,4.1
CID100005735,CID000969472,C0013395,,4%,0.04,0.04,PT,C0013395,Dyspepsia,FALSE,4.1
CID100005735,CID000969472,C0013395,,5%,0.05,0.05,PT,C0013395,Dyspepsia,FALSE,4.1
CID100005735,CID000969472,C0013395,,6%,0.06,0.06,PT,C0013395,Dyspepsia,FALSE,4.1
CID100005735,CID000969472,C0013395,placebo,2%,0.02,0.02,PT,C0013395,Dyspepsia,TRUE,4.1
CID100005735,CID000969472,C0013395,placebo,4%,0.04,0.04,PT,C0013395,Dyspepsia,TRUE,4.1
CID100005735,CID000969472,C0011168,,rare,0,0.001,PT,C0011168,Dysphagia,FALSE,4.1
CID100005735,CID000969472,C0013404,,infrequent,0.001,0.01,PT,C0013404,Dyspnoea,FALSE,4.1
CID100005735,CID000969472,C0013428,,infrequent,0.001,0.01,PT,C0013428,Dysuria,FALSE,4.1
CID100005735,CID000969472,C0013456,,infrequent,0.001,0.01,PT,C0013456,Ear pain,FALSE,4.1
CID100005735,CID000969472,C0013595,,infrequent,0.001,0.01,PT,C0013595,Eczema,FALSE,4.1
CID100005735,CID000969472,C0014591,,infrequent,0.001,0.01,PT,C0014591,Epistaxis,FALSE,4.1
CID100005735,CID000969472,C0014742,,rare,0,0.001,PT,C0014742,Erythema multiforme,FALSE,4.1
CID100005735,CID000969472,C0235146,,rare,0,0.001,PT,C0235146,Euphoric mood,FALSE,4.1
CID100005735,CID000969472,C0542571,,infrequent,0.001,0.01,PT,C0542571,Face oedema,FALSE,4.1
CID100005735,CID000969472,C0009676,,0%,0,0,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100005735,CID000969472,C0009676,,3%,0.03,0.03,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100005735,CID000969472,C0009676,placebo,0%,0,0,PT,C1443060,Feeling abnormal,TRUE,4.1
CID100005735,CID000969472,C0231218,,infrequent,0.001,0.01,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100005735,CID000969472,C0085632,,infrequent,0.001,0.01,PT,C0233471,Flat affect,FALSE,4.1
CID100005735,CID000969472,C0016867,,rare,0,0.001,PT,C0242301,Furuncle,FALSE,4.1
CID100005735,CID000969472,C0575081,,rare,0,0.001,PT,C0575081,Gait disturbance,FALSE,4.1
CID100005735,CID000969472,C0151752,,infrequent,0.001,0.01,PT,C0235660,Galactorrhoea,FALSE,4.1
CID100005735,CID000969472,C0038358,,rare,0,0.001,PT,C0038358,Gastric ulcer,FALSE,4.1
CID100005735,CID000969472,C0017152,,rare,0,0.001,PT,C0017152,Gastritis,FALSE,4.1
CID100005735,CID000969472,C0018099,,rare,0,0.001,PT,C0018099,Gout,FALSE,4.1
CID100005735,CID000969472,C0018418,,0%,0,0,PT,C0018418,Gynaecomastia,FALSE,4.1
CID100005735,CID000969472,C0018418,,3%,0.03,0.03,PT,C0018418,Gynaecomastia,FALSE,4.1
CID100005735,CID000969472,C0018418,placebo,0%,0,0,PT,C0018418,Gynaecomastia,TRUE,4.1
CID100005735,CID000969472,C0018965,,infrequent,0.001,0.01,PT,C0018965,Haematuria,FALSE,4.1
CID100005735,CID000969472,C0018524,,1%,0.01,0.01,PT,C0018524,Hallucination,FALSE,4.1
CID100005735,CID000969472,C0018524,,3%,0.03,0.03,PT,C0018524,Hallucination,FALSE,4.1
CID100005735,CID000969472,C0018524,placebo,0%,0,0,PT,C0018524,Hallucination,TRUE,4.1
CID100005735,CID000969472,C0018681,,13%,0.13,0.13,PT,C0018681,Headache,FALSE,4.1
CID100005735,CID000969472,C0018681,,15%,0.15,0.15,PT,C0018681,Headache,FALSE,4.1
CID100005735,CID000969472,C0018681,,17%,0.17,0.17,PT,C0018681,Headache,FALSE,4.1
CID100005735,CID000969472,C0018681,,21%,0.21,0.21,PT,C0018681,Headache,FALSE,4.1
CID100005735,CID000969472,C0018681,placebo,13%,0.13,0.13,PT,C0018681,Headache,TRUE,4.1
CID100005735,CID000969472,C0018681,placebo,14%,0.14,0.14,PT,C0018681,Headache,TRUE,4.1
CID100005735,CID000969472,C0018843,,infrequent,0.001,0.01,PT,C0018843,Heat stroke,FALSE,4.1
CID100005735,CID000969472,C0019158,,rare,0,0.001,PT,C0019158,Hepatitis,FALSE,4.1
CID100005735,CID000969472,C0151763,,rare,0,0.001,PT,C0151763,Hepatocellular injury,FALSE,4.1
CID100005735,CID000969472,C0019209,,rare,0,0.001,PT,C0019209,Hepatomegaly,FALSE,4.1
CID100005735,CID000969472,C0019270,,infrequent,0.001,0.01,PT,C0019270,Hernia,FALSE,4.1
CID100005735,CID000969472,C0019360,,rare,0,0.001,PT,C0019360,Herpes zoster,FALSE,4.1
CID100005735,CID000969472,C0019521,,infrequent,0.001,0.01,PT,C0019521,Hiccups,FALSE,4.1
CID100005735,CID000969472,C0019572,,rare,0,0.001,PT,C0019572,Hirsutism,FALSE,4.1
CID100005735,CID000969472,C0020039,,infrequent,0.001,0.01,PT,C0020039,Hostility,FALSE,4.1
CID100005735,CID000969472,C0034880,,rare,0,0.001,PT,C0034880,Hyperacusis,FALSE,4.1
CID100005735,CID000969472,C0020453,,rare,0,0.001,PT,C0020453,Hyperaesthesia,FALSE,4.1
CID100005735,CID000969472,C0020443,,infrequent,0.001,0.01,PT,C0020443,Hypercholesterolaemia,FALSE,4.1
CID100005735,CID000969472,C0038990,,infrequent,0.001,0.01,PT,C0020458,Hyperhidrosis,FALSE,4.1
CID100005735,CID000969472,C0020473,,rare,0,0.001,PT,C0020473,Hyperlipidaemia,FALSE,4.1
CID100005735,CID000969472,C0020517,,infrequent,0.001,0.01,PT,C0020517,Hypersensitivity,FALSE,4.1
CID100005735,CID000969472,C0020538,,infrequent,0.001,0.01,PT,C0020538,Hypertension,FALSE,4.1
CID100005735,CID000969472,C0026826,,infrequent,0.001,0.01,PT,C0026826,Hypertonia,FALSE,4.1
CID100005735,CID000969472,C0020580,,infrequent,0.001,0.01,PT,C0020580,Hypoaesthesia,FALSE,4.1
CID100005735,CID000969472,C0020621,,rare,0,0.001,PT,C0020621,Hypokalaemia,FALSE,4.1
CID100005735,CID000969472,C0086439,,rare,0,0.001,PT,C0086439,Hypokinesia,FALSE,4.1
CID100005735,CID000969472,C0151888,,infrequent,0.001,0.01,PT,C0151888,Hyporeflexia,FALSE,4.1
CID100005735,CID000969472,C0231218,,infrequent,0.001,0.01,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100005735,CID000969472,C0232461,,infrequent,0.001,0.01,PT,C0232461,Increased appetite,FALSE,4.1
CID100005735,CID000969472,C0009450,,10%,0.1,0.1,PT,C0009450,Infection,FALSE,4.1
CID100005735,CID000969472,C0009450,,5%,0.05,0.05,PT,C0009450,Infection,FALSE,4.1
CID100005735,CID000969472,C0009450,placebo,3%,0.03,0.03,PT,C0009450,Infection,TRUE,4.1
CID100005735,CID000969472,C0151736,,0%,0,0,PT,C3263723,Injury,FALSE,4.1
CID100005735,CID000969472,C0151736,,3%,0.03,0.03,PT,C3263723,Injury,FALSE,4.1
CID100005735,CID000969472,C0151736,placebo,1%,0.01,0.01,PT,C3263723,Injury,TRUE,4.1
CID100005735,CID000969472,C0917801,,infrequent,0.001,0.01,PT,C0917801,Insomnia,FALSE,4.1
CID100005735,CID000969472,C0022081,,rare,0,0.001,PT,C0022081,Iritis,FALSE,4.1
CID100005735,CID000969472,C0023067,,infrequent,0.001,0.01,PT,C0023067,Laryngitis,FALSE,4.1
CID100005735,CID000969472,C0011124,,0%,0,0,PT,C0011124,Libido decreased,FALSE,4.1
CID100005735,CID000969472,C0011124,,3%,0.03,0.03,PT,C0011124,Libido decreased,FALSE,4.1
CID100005735,CID000969472,C0011124,placebo,0%,0,0,PT,C0011124,Libido decreased,TRUE,4.1
CID100005735,CID000969472,C0151763,,rare,0,0.001,PT,C0160390,Liver injury,FALSE,4.1
CID100005735,CID000969472,C0497156,,infrequent,0.001,0.01,PT,C0497156,Lymphadenopathy,FALSE,4.1
CID100005735,CID000969472,C0231218,,infrequent,0.001,0.01,PT,C0231218,Malaise,FALSE,4.1
CID100005735,CID000969472,C0024894,,infrequent,0.001,0.01,PT,C0024894,Mastitis,FALSE,4.1
CID100005735,CID000969472,C0025222,,infrequent,0.001,0.01,PT,C0025222,Melaena,FALSE,4.1
CID100005735,CID000969472,C0233794,,infrequent,0.001,0.01,PT,C0233794,Memory impairment,FALSE,4.1
CID100005735,CID000969472,C0025323,,infrequent,0.001,0.01,PT,C0025323,Menorrhagia,FALSE,4.1
CID100005735,CID000969472,C0233632,,infrequent,0.001,0.01,PT,C1306341,Mental disability,FALSE,4.1
CID100005735,CID000969472,C0025874,,infrequent,0.001,0.01,PT,C0025874,Metrorrhagia,FALSE,4.1
CID100005735,CID000969472,C0149931,,frequent,0.01,1,PT,C0149931,Migraine,FALSE,4.1
CID100005735,CID000969472,C0085633,,infrequent,0.001,0.01,PT,C0085633,Mood swings,FALSE,4.1
CID100005735,CID000969472,C0038367,,infrequent,0.001,0.01,PT,C0149745,Mouth ulceration,FALSE,4.1
CID100005735,CID000969472,C0149745,,infrequent,0.001,0.01,PT,C0149745,Mouth ulceration,FALSE,4.1
CID100005735,CID000969472,C0023218,,infrequent,0.001,0.01,PT,C0037763,Muscle spasms,FALSE,4.1
CID100005735,CID000969472,C0231530,,infrequent,0.001,0.01,PT,C0231530,Muscle twitching,FALSE,4.1
CID100005735,CID000969472,C0947912,,infrequent,0.001,0.01,PT,C0151786,Muscular weakness,FALSE,4.1
CID100005735,CID000969472,C0151315,,infrequent,0.001,0.01,PT,C0948525,Musculoskeletal stiffness,FALSE,4.1
CID100005735,CID000969472,C0427008,,infrequent,0.001,0.01,PT,C0948525,Musculoskeletal stiffness,FALSE,4.1
CID100005735,CID000969472,C0026961,,rare,0,0.001,PT,C0026961,Mydriasis,FALSE,4.1
CID100005735,CID000969472,C0026848,,rare,0,0.001,PT,C0026848,Myopathy,FALSE,4.1
CID100005735,CID000969472,C0027497,,4%,0.04,0.04,PT,C0027497,Nausea,FALSE,4.1
CID100005735,CID000969472,C0027497,,5%,0.05,0.05,PT,C0027497,Nausea,FALSE,4.1
CID100005735,CID000969472,C0027497,placebo,4%,0.04,0.04,PT,C0027497,Nausea,TRUE,4.1
CID100005735,CID000969472,C0022650,,infrequent,0.001,0.01,PT,C0392525,Nephrolithiasis,FALSE,4.1
CID100005735,CID000969472,C0027769,,0%,0,0,PT,C0027769,Nervousness,FALSE,4.1
CID100005735,CID000969472,C0027769,,2%,0.02,0.02,PT,C0027769,Nervousness,FALSE,4.1
CID100005735,CID000969472,C0027769,,5%,0.05,0.05,PT,C0027769,Nervousness,FALSE,4.1
CID100005735,CID000969472,C0027769,placebo,1%,0.01,0.01,PT,C0027769,Nervousness,TRUE,4.1
CID100005735,CID000969472,C0027769,placebo,3%,0.03,0.03,PT,C0027769,Nervousness,TRUE,4.1
CID100005735,CID000969472,C0027796,,0%,0,0,PT,C0027796,Neuralgia,FALSE,4.1
CID100005735,CID000969472,C0027796,,3%,0.03,0.03,PT,C0027796,Neuralgia,FALSE,4.1
CID100005735,CID000969472,C0027796,placebo,0%,0,0,PT,C0027796,Neuralgia,TRUE,4.1
CID100005735,CID000969472,C0027813,,rare,0,0.001,PT,C0027813,Neuritis,FALSE,4.1
CID100005735,CID000969472,C0027813,,rare,0,0.001,PT,C0031117,Neuropathy peripheral,FALSE,4.1
CID100005735,CID000969472,C0442874,,rare,0,0.001,PT,C0031117,Neuropathy peripheral,FALSE,4.1
CID100005735,CID000969472,C0027932,,infrequent,0.001,0.01,PT,C0027932,Neurosis,FALSE,4.1
CID100005735,CID000969472,C0151315,,infrequent,0.001,0.01,PT,C1320474,Nuchal rigidity,FALSE,4.1
CID100005735,CID000969472,C0028738,,infrequent,0.001,0.01,PT,C0028738,Nystagmus,FALSE,4.1
CID100005735,CID000969472,C0085649,,frequent,0.01,1,PT,C0085649,Oedema peripheral,FALSE,4.1
CID100005735,CID000969472,C0028961,,rare,0,0.001,PT,C0028961,Oliguria,FALSE,4.1
CID100005735,CID000969472,C0022408,,infrequent,0.001,0.01,PT,C0029408,Osteoarthritis,FALSE,4.1
CID100005735,CID000969472,C0022408,,rare,0,0.001,PT,C0029408,Osteoarthritis,FALSE,4.1
CID100005735,CID000969472,C0029878,,infrequent,0.001,0.01,PT,C0029878,Otitis externa,FALSE,4.1
CID100005735,CID000969472,C0029882,,infrequent,0.001,0.01,PT,C0029882,Otitis media,FALSE,4.1
CID100005735,CID000969472,C0030193,,4%,0.04,0.04,PT,C0030193,Pain,FALSE,4.1
CID100005735,CID000969472,C0030193,,5%,0.05,0.05,PT,C0030193,Pain,FALSE,4.1
CID100005735,CID000969472,C0030193,,infrequent,0.001,0.01,PT,C0030193,Pain,FALSE,4.1
CID100005735,CID000969472,C0030193,placebo,2%,0.02,0.02,PT,C0030193,Pain,TRUE,4.1
CID100005735,CID000969472,C0030554,,infrequent,0.001,0.01,PT,C0030554,Paraesthesia,FALSE,4.1
CID100005735,CID000969472,C0235287,,postmarketing,0,0.001,PT,C1510410,Parosmia,FALSE,4.1
CID100005735,CID000969472,C0085636,,rare,0,0.001,PT,C0085636,Photophobia,FALSE,4.1
CID100005735,CID000969472,C0349506,,infrequent,0.001,0.01,PT,C0162830,Photosensitivity reaction,FALSE,4.1
CID100005735,CID000969472,C0042023,,infrequent,0.001,0.01,PT,C0042023,Pollakiuria,FALSE,4.1
CID100005735,CID000969472,C0033774,,1%,0.01,0.01,PT,C0033774,Pruritus,FALSE,4.1
CID100005735,CID000969472,C0033774,,4%,0.04,0.04,PT,C0033774,Pruritus,FALSE,4.1
CID100005735,CID000969472,C0033774,placebo,1%,0.01,0.01,PT,C0033774,Pruritus,TRUE,4.1
CID100005735,CID000969472,C0034186,,rare,0,0.001,PT,C0034186,Pyelonephritis,FALSE,4.1
CID100005735,CID000969472,C0015230,,3%,0.03,0.03,PT,C0015230,Rash,FALSE,4.1
CID100005735,CID000969472,C0015230,,4%,0.04,0.04,PT,C0015230,Rash,FALSE,4.1
CID100005735,CID000969472,C0015230,placebo,1%,0.01,0.01,PT,C0015230,Rash,TRUE,4.1
CID100005735,CID000969472,C0423791,,rare,0,0.001,PT,C0423791,Rash maculo-papular,FALSE,4.1
CID100005735,CID000969472,C0151883,,rare,0,0.001,PT,C0085641,Rash pustular,FALSE,4.1
CID100005735,CID000969472,C0267596,,rare,0,0.001,PT,C0267596,Rectal haemorrhage,FALSE,4.1
CID100005735,CID000969472,C0558489,,infrequent,0.001,0.01,PT,C0558489,Renal pain,FALSE,4.1
CID100005735,CID000969472,C0151907,,infrequent,0.001,0.01,PT,C0151907,Skin discolouration,FALSE,4.1
CID100005735,CID000969472,C2830004,,10%,0.1,0.1,PT,C2830004,Somnolence,FALSE,4.1
CID100005735,CID000969472,C2830004,,8%,0.08,0.08,PT,C2830004,Somnolence,FALSE,4.1
CID100005735,CID000969472,C2830004,placebo,3%,0.03,0.03,PT,C2830004,Somnolence,TRUE,4.1
CID100005735,CID000969472,C0038362,,rare,0,0.001,PT,C0038362,Stomatitis,FALSE,4.1
CID100005735,CID000969472,C0149745,,infrequent,0.001,0.01,PT,C0038362,Stomatitis,FALSE,4.1
CID100005735,CID000969472,C0085628,,rare,0,0.001,PT,C0085628,Stupor,FALSE,4.1
CID100005735,CID000969472,C0038999,,infrequent,0.001,0.01,PT,C0038999,Swelling,FALSE,4.1
CID100005735,CID000969472,C0027769,,0%,0,0,PT,C0233494,Tension,FALSE,4.1
CID100005735,CID000969472,C0027769,,2%,0.02,0.02,PT,C0233494,Tension,FALSE,4.1
CID100005735,CID000969472,C0027769,,5%,0.05,0.05,PT,C0233494,Tension,FALSE,4.1
CID100005735,CID000969472,C0027769,placebo,1%,0.01,0.01,PT,C0233494,Tension,TRUE,4.1
CID100005735,CID000969472,C0027769,placebo,3%,0.03,0.03,PT,C0233494,Tension,TRUE,4.1
CID100005735,CID000969472,C0233632,,infrequent,0.001,0.01,PT,C0233632,Thinking abnormal,FALSE,4.1
CID100005735,CID000969472,C0039971,,infrequent,0.001,0.01,PT,C0039971,Thirst,FALSE,4.1
CID100005735,CID000969472,C0040046,,rare,0,0.001,PT,C0040046,Thrombophlebitis,FALSE,4.1
CID100005735,CID000969472,C0040264,,infrequent,0.001,0.01,PT,C0040264,Tinnitus,FALSE,4.1
CID100005735,CID000969472,C0151610,,rare,0,0.001,PT,C0040409,Tongue disorder,FALSE,4.1
CID100005735,CID000969472,C0151610,,rare,0,0.001,PT,C0151610,Tongue oedema,FALSE,4.1
CID100005735,CID000969472,C0040822,,rare,0,0.001,PT,C0040822,Tremor,FALSE,4.1
CID100005735,CID000969472,C0041976,,rare,0,0.001,PT,C0041976,Urethritis,FALSE,4.1
CID100005735,CID000969472,C0041976,,rare,0,0.001,PT,C1328337,Urethritis noninfective,FALSE,4.1
CID100005735,CID000969472,C0042024,,infrequent,0.001,0.01,PT,C0042024,Urinary incontinence,FALSE,4.1
CID100005735,CID000969472,C0042029,,0%,0,0,PT,C0042029,Urinary tract infection,FALSE,4.1
CID100005735,CID000969472,C0042029,,3%,0.03,0.03,PT,C0042029,Urinary tract infection,FALSE,4.1
CID100005735,CID000969472,C0042029,placebo,0%,0,0,PT,C0042029,Urinary tract infection,TRUE,4.1
CID100005735,CID000969472,C0042109,,infrequent,0.001,0.01,PT,C0042109,Urticaria,FALSE,4.1
CID100005735,CID000969472,C0042134,,infrequent,0.001,0.01,PT,C0042134,Uterine haemorrhage,FALSE,4.1
CID100005735,CID000969472,C2979982,,infrequent,0.001,0.01,PT,C2979982,Vaginal haemorrhage,FALSE,4.1
CID100005735,CID000969472,C0042267,,infrequent,0.001,0.01,PT,C0404521,Vaginal infection,FALSE,4.1
CID100005735,CID000969472,C0042267,,infrequent,0.001,0.01,PT,C0042267,Vaginal inflammation,FALSE,4.1
CID100005735,CID000969472,C0042571,,infrequent,0.001,0.01,PT,C0042571,Vertigo,FALSE,4.1
CID100005735,CID000969472,C0042594,,infrequent,0.001,0.01,PT,C0042594,Vestibular disorder,FALSE,4.1
CID100005735,CID000969472,C0042769,,3%,0.03,0.03,PT,C0042769,Viral infection,FALSE,4.1
CID100005735,CID000969472,C0042769,placebo,1%,0.01,0.01,PT,C0042769,Viral infection,TRUE,4.1
CID100005735,CID000969472,C0042963,,0%,0,0,PT,C0042963,Vomiting,FALSE,4.1
CID100005735,CID000969472,C0042963,,3%,0.03,0.03,PT,C0042963,Vomiting,FALSE,4.1
CID100005735,CID000969472,C0042963,placebo,1%,0.01,0.01,PT,C0042963,Vomiting,TRUE,4.1
CID100005735,CID000969472,C0043096,,infrequent,0.001,0.01,PT,C0043096,Weight decreased,FALSE,4.1
CID100005735,CID000969472,C0043094,,infrequent,0.001,0.01,PT,C0043094,Weight increased,FALSE,4.1
CID100005746,CID000005746,C0034063,,65%,0.65,0.65,PT,C0034063,Pulmonary oedema,FALSE,4.1
CID100005771,CID000005771,C0340865,,rare,0,0.001,PT,C0002792,Anaphylactic shock,FALSE,4.1
CID100005771,CID000005771,C0340865,,rare,0,0.001,PT,C0340865,Anaphylactoid reaction,FALSE,4.1
CID100005771,CID000005771,C0015230,,rare,0,0.001,PT,C0011603,Dermatitis,FALSE,4.1
CID100005771,CID000005771,C0013404,,rare,0,0.001,PT,C0013404,Dyspnoea,FALSE,4.1
CID100005771,CID000005771,C0020649,,rare,0,0.001,PT,C0020649,Hypotension,FALSE,4.1
CID100005771,CID000005771,C0027497,,common,0.01,1,PT,C0027497,Nausea,FALSE,4.1
CID100005771,CID000005771,C0015230,,rare,0,0.001,PT,C0015230,Rash,FALSE,4.1
CID100005771,CID000005771,C0036974,,rare,0,0.001,PT,C0036974,Shock,FALSE,4.1
CID100005771,CID000005771,C0042963,,common,0.01,1,PT,C0042963,Vomiting,FALSE,4.1
CID100005775,CID000005775,C0000737,,common,0.01,1,PT,C0000737,Abdominal pain,FALSE,4.1
CID100005775,CID000005775,C0027051,,common,0.01,1,PT,C0948089,Acute coronary syndrome,FALSE,4.1
CID100005775,CID000005775,C0002962,,uncommon,0.001,0.01,PT,C0002962,Angina pectoris,FALSE,4.1
CID100005775,CID000005775,C0003811,,postmarketing,0,0.001,PT,C0003811,Arrhythmia,FALSE,4.1
CID100005775,CID000005775,C0003811,,uncommon,0.001,0.01,PT,C0003811,Arrhythmia,FALSE,4.1
CID100005775,CID000005775,C0004093,,common,0.01,1,PT,C0004093,Asthenia,FALSE,4.1
CID100005775,CID000005775,C0004093,,postmarketing,0,0.001,PT,C0004093,Asthenia,FALSE,4.1
CID100005775,CID000005775,C0428977,,0%,0,0,PT,C0428977,Bradycardia,FALSE,4.1
CID100005775,CID000005775,C0428977,,0.279%,0.00278552,0.00278552,PT,C0428977,Bradycardia,FALSE,4.1
CID100005775,CID000005775,C0428977,,1.67%,0.0167464,0.0167464,PT,C0428977,Bradycardia,FALSE,4.1
CID100005775,CID000005775,C0428977,,1.76%,0.0176056,0.0176056,PT,C0428977,Bradycardia,FALSE,4.1
CID100005775,CID000005775,C0008031,,uncommon,0.001,0.01,PT,C0008031,Chest pain,FALSE,4.1
CID100005775,CID000005775,C0011991,,common,0.01,1,PT,C0011991,Diarrhoea,FALSE,4.1
CID100005775,CID000005775,C0012833,,common,0.01,1,PT,C0012833,Dizziness,FALSE,4.1
CID100005775,CID000005775,C0012833,,postmarketing,0,0.001,PT,C0012833,Dizziness,FALSE,4.1
