stitch_flat_id,stitch_stereo_id,label_umls_id,placebo,frequency_description,frequency_lower,frequency_upper,meddra_concept_type,meddra_umls_id,side_effect_name,is_placebo,sider_version
CID100005732,CID000005732,C0043387,,rare,0,0.001,PT,C0043387,Yawning,FALSE,4.1
CID100005734,CID000005734,C0000737,,6%,0.06,0.06,PT,C0000737,Abdominal pain,FALSE,4.1
CID100005734,CID000005734,C0000737,placebo,3%,0.03,0.03,PT,C0000737,Abdominal pain,TRUE,4.1
CID100005734,CID000005734,C0234458,,infrequent,0.001,0.01,PT,C0234458,Abnormal dreams,FALSE,4.1
CID100005734,CID000005734,C0085631,,9%,0.09,0.09,PT,C0085631,Agitation,FALSE,4.1
CID100005734,CID000005734,C0085631,placebo,4%,0.04,0.04,PT,C0085631,Agitation,TRUE,4.1
CID100005734,CID000005734,C0424295,,infrequent,0.001,0.01,PT,C0085631,Agitation,FALSE,4.1
CID100005734,CID000005734,C0151905,,rare,0,0.001,PT,C0151905,Alanine aminotransferase increased,FALSE,4.1
CID100005734,CID000005734,C0001925,,rare,0,0.001,PT,C0001925,Albuminuria,FALSE,4.1
CID100005734,CID000005734,C0002170,,infrequent,0.001,0.01,PT,C0002170,Alopecia,FALSE,4.1
CID100005734,CID000005734,C0002418,,frequent,0.01,1,PT,C0002418,Amblyopia,FALSE,4.1
CID100005734,CID000005734,C0002453,,infrequent,0.001,0.01,PT,C0002453,Amenorrhoea,FALSE,4.1
CID100005734,CID000005734,C0002871,,infrequent,0.001,0.01,PT,C0002871,Anaemia,FALSE,4.1
CID100005734,CID000005734,C0003467,,3%,0.03,0.03,PT,C0003467,Anxiety,FALSE,4.1
CID100005734,CID000005734,C0003467,placebo,2%,0.02,0.02,PT,C0003467,Anxiety,TRUE,4.1
CID100005734,CID000005734,C0003578,,rare,0,0.001,PT,C0003578,Apnoea,FALSE,4.1
CID100005734,CID000005734,C0003862,,infrequent,0.001,0.01,PT,C0003862,Arthralgia,FALSE,4.1
CID100005734,CID000005734,C0003864,,infrequent,0.001,0.01,PT,C0003864,Arthritis,FALSE,4.1
CID100005734,CID000005734,C0151904,,rare,0,0.001,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1
CID100005734,CID000005734,C0004093,,frequent,0.01,1,PT,C0004093,Asthenia,FALSE,4.1
CID100005734,CID000005734,C0015672,,7%,0.07,0.07,PT,C0004093,Asthenia,FALSE,4.1
CID100005734,CID000005734,C0015672,,8%,0.08,0.08,PT,C0004093,Asthenia,FALSE,4.1
CID100005734,CID000005734,C0015672,placebo,5%,0.05,0.05,PT,C0004093,Asthenia,TRUE,4.1
CID100005734,CID000005734,C0015672,placebo,6%,0.06,0.06,PT,C0004093,Asthenia,TRUE,4.1
CID100005734,CID000005734,C0004134,,6%,0.06,0.06,PT,C0004134,Ataxia,FALSE,4.1
CID100005734,CID000005734,C0004134,placebo,1%,0.01,0.01,PT,C0004134,Ataxia,TRUE,4.1
CID100005734,CID000005734,C0004238,,rare,0,0.001,PT,C0004238,Atrial fibrillation,FALSE,4.1
CID100005734,CID000005734,C0232849,,rare,0,0.001,PT,C0232849,Bladder pain,FALSE,4.1
CID100005734,CID000005734,C0151576,,postmarketing,0,0.001,PT,C0853034,Blood creatine phosphokinase increased,FALSE,4.1
CID100005734,CID000005734,C0151754,,rare,0,0.001,PT,C0853149,Blood lactate dehydrogenase increased,FALSE,4.1
CID100005734,CID000005734,C0428977,,infrequent,0.001,0.01,PT,C0428977,Bradycardia,FALSE,4.1
CID100005734,CID000005734,C0005683,,rare,0,0.001,PT,C0005683,Calculus bladder,FALSE,4.1
CID100005734,CID000005734,C0018801,,rare,0,0.001,PT,C0018801,Cardiac failure,FALSE,4.1
CID100005734,CID000005734,C0038454,,infrequent,0.001,0.01,PT,C0038454,Cerebrovascular accident,FALSE,4.1
CID100005734,CID000005734,C0008031,,infrequent,0.001,0.01,PT,C0008031,Chest pain,FALSE,4.1
CID100005734,CID000005734,C0008311,,rare,0,0.001,PT,C0008311,Cholangitis,FALSE,4.1
CID100005734,CID000005734,C0008325,,rare,0,0.001,PT,C0008325,Cholecystitis,FALSE,4.1
CID100005734,CID000005734,C0008350,,infrequent,0.001,0.01,PT,C0008350,Cholelithiasis,FALSE,4.1
CID100005734,CID000005734,C0009319,,rare,0,0.001,PT,C0009319,Colitis,FALSE,4.1
CID100005734,CID000005734,C0009676,,6%,0.06,0.06,PT,C0009676,Confusional state,FALSE,4.1
CID100005734,CID000005734,C0009676,placebo,3%,0.03,0.03,PT,C0009676,Confusional state,TRUE,4.1
CID100005734,CID000005734,C0009763,,infrequent,0.001,0.01,PT,C0009763,Conjunctivitis,FALSE,4.1
CID100005734,CID000005734,C0009806,,2%,0.02,0.02,PT,C0009806,Constipation,FALSE,4.1
CID100005734,CID000005734,C0009806,placebo,1%,0.01,0.01,PT,C0009806,Constipation,TRUE,4.1
CID100005734,CID000005734,C0036572,,frequent,0.01,1,PT,C0036572,Convulsion,FALSE,4.1
CID100005734,CID000005734,C0520966,,frequent,0.01,1,PT,C0520966,Coordination abnormal,FALSE,4.1
CID100005734,CID000005734,C0574067,,frequent,0.01,1,PT,C0010200,Cough,FALSE,4.1
CID100005734,CID000005734,C0011053,,infrequent,0.001,0.01,PT,C0011053,Deafness,FALSE,4.1
CID100005734,CID000005734,C0003123,,13%,0.13,0.13,PT,C0232462,Decreased appetite,FALSE,4.1
CID100005734,CID000005734,C0003123,,3%,0.03,0.03,PT,C0232462,Decreased appetite,FALSE,4.1
CID100005734,CID000005734,C0003123,placebo,6%,0.06,0.06,PT,C0232462,Decreased appetite,TRUE,4.1
CID100005734,CID000005734,C0011175,,infrequent,0.001,0.01,PT,C0011175,Dehydration,FALSE,4.1
CID100005734,CID000005734,C0011570,,6%,0.06,0.06,PT,C0011570,Depression,FALSE,4.1
CID100005734,CID000005734,C0011570,placebo,3%,0.03,0.03,PT,C0011570,Depression,TRUE,4.1
CID100005734,CID000005734,C0015230,,3%,0.03,0.03,PT,C0011603,Dermatitis,FALSE,4.1
CID100005734,CID000005734,C0015230,placebo,2%,0.02,0.02,PT,C0011603,Dermatitis,TRUE,4.1
CID100005734,CID000005734,C0151883,,infrequent,0.001,0.01,PT,C0085932,Dermatitis bullous,FALSE,4.1
CID100005734,CID000005734,C0011991,,5%,0.05,0.05,PT,C0011991,Diarrhoea,FALSE,4.1
CID100005734,CID000005734,C0011991,placebo,2%,0.02,0.02,PT,C0011991,Diarrhoea,TRUE,4.1
CID100005734,CID000005734,C0012569,,6%,0.06,0.06,PT,C0012569,Diplopia,FALSE,4.1
CID100005734,CID000005734,C0012569,placebo,3%,0.03,0.03,PT,C0012569,Diplopia,TRUE,4.1
CID100005734,CID000005734,C0231218,,infrequent,0.001,0.01,PT,C0234215,Discomfort,FALSE,4.1
CID100005734,CID000005734,C0011124,,infrequent,0.001,0.01,PT,C0855242,Disturbance in sexual arousal,FALSE,4.1
CID100005734,CID000005734,C0012833,,13%,0.13,0.13,PT,C0012833,Dizziness,FALSE,4.1
CID100005734,CID000005734,C0012833,placebo,7%,0.07,0.07,PT,C0012833,Dizziness,TRUE,4.1
CID100005734,CID000005734,C0039070,,infrequent,0.001,0.01,PT,C0012833,Dizziness,FALSE,4.1
CID100005734,CID000005734,C0043352,,2%,0.02,0.02,PT,C0043352,Dry mouth,FALSE,4.1
CID100005734,CID000005734,C0043352,placebo,1%,0.01,0.01,PT,C0043352,Dry mouth,TRUE,4.1
CID100005734,CID000005734,C0151908,,infrequent,0.001,0.01,PT,C0151908,Dry skin,FALSE,4.1
CID100005734,CID000005734,C0013298,,rare,0,0.001,PT,C0013298,Duodenitis,FALSE,4.1
CID100005734,CID000005734,C0013362,,infrequent,0.001,0.01,PT,C0013362,Dysarthria,FALSE,4.1
CID100005734,CID000005734,C0013378,,2%,0.02,0.02,PT,C0013378,Dysgeusia,FALSE,4.1
CID100005734,CID000005734,C0013378,placebo,0%,0,0,PT,C0013378,Dysgeusia,TRUE,4.1
CID100005734,CID000005734,C0013384,,rare,0,0.001,PT,C0013384,Dyskinesia,FALSE,4.1
CID100005734,CID000005734,C0026650,,infrequent,0.001,0.01,PT,C0013384,Dyskinesia,FALSE,4.1
CID100005734,CID000005734,C0013395,,3%,0.03,0.03,PT,C0013395,Dyspepsia,FALSE,4.1
CID100005734,CID000005734,C0013395,placebo,1%,0.01,0.01,PT,C0013395,Dyspepsia,TRUE,4.1
CID100005734,CID000005734,C0011168,,infrequent,0.001,0.01,PT,C0011168,Dysphagia,FALSE,4.1
CID100005734,CID000005734,C0013404,,infrequent,0.001,0.01,PT,C0013404,Dyspnoea,FALSE,4.1
CID100005734,CID000005734,C0013428,,infrequent,0.001,0.01,PT,C0013428,Dysuria,FALSE,4.1
CID100005734,CID000005734,C0013491,,2%,0.02,0.02,PT,C0013491,Ecchymosis,FALSE,4.1
CID100005734,CID000005734,C0013491,placebo,1%,0.01,0.01,PT,C0013491,Ecchymosis,TRUE,4.1
CID100005734,CID000005734,C0013595,,infrequent,0.001,0.01,PT,C0013595,Eczema,FALSE,4.1
CID100005734,CID000005734,C0085584,,rare,0,0.001,PT,C0085584,Encephalopathy,FALSE,4.1
CID100005734,CID000005734,C0014394,,rare,0,0.001,PT,C0014394,Enuresis,FALSE,4.1
CID100005734,CID000005734,C0242350,,infrequent,0.001,0.01,PT,C0242350,Erectile dysfunction,FALSE,4.1
CID100005734,CID000005734,C0235146,,infrequent,0.001,0.01,PT,C0235146,Euphoric mood,FALSE,4.1
CID100005734,CID000005734,C0542571,,infrequent,0.001,0.01,PT,C0542571,Face oedema,FALSE,4.1
CID100005734,CID000005734,C0015732,,rare,0,0.001,PT,C0015732,Faecal incontinence,FALSE,4.1
CID100005734,CID000005734,C0015672,,7%,0.07,0.07,PT,C0015672,Fatigue,FALSE,4.1
CID100005734,CID000005734,C0015672,,8%,0.08,0.08,PT,C0015672,Fatigue,FALSE,4.1
CID100005734,CID000005734,C0015672,placebo,5%,0.05,0.05,PT,C0015672,Fatigue,TRUE,4.1
CID100005734,CID000005734,C0015672,placebo,6%,0.06,0.06,PT,C0015672,Fatigue,TRUE,4.1
CID100005734,CID000005734,C0009676,,6%,0.06,0.06,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100005734,CID000005734,C0009676,placebo,3%,0.03,0.03,PT,C1443060,Feeling abnormal,TRUE,4.1
CID100005734,CID000005734,C0231218,,infrequent,0.001,0.01,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100005734,CID000005734,C0016199,,infrequent,0.001,0.01,PT,C0016199,Flank pain,FALSE,4.1
CID100005734,CID000005734,C0016204,,infrequent,0.001,0.01,PT,C0016204,Flatulence,FALSE,4.1
CID100005734,CID000005734,C0575081,,frequent,0.01,1,PT,C0575081,Gait disturbance,FALSE,4.1
CID100005734,CID000005734,C0017152,,infrequent,0.001,0.01,PT,C0017152,Gastritis,FALSE,4.1
CID100005734,CID000005734,C0017160,,infrequent,0.001,0.01,PT,C0017160,Gastroenteritis,FALSE,4.1
CID100005734,CID000005734,C0000737,,6%,0.06,0.06,PT,C0687713,Gastrointestinal pain,FALSE,4.1
CID100005734,CID000005734,C0000737,placebo,3%,0.03,0.03,PT,C0687713,Gastrointestinal pain,TRUE,4.1
CID100005734,CID000005734,C0017565,,infrequent,0.001,0.01,PT,C0017565,Gingival bleeding,FALSE,4.1
CID100005734,CID000005734,C0017566,,infrequent,0.001,0.01,PT,C0017566,Gingival hyperplasia,FALSE,4.1
CID100005734,CID000005734,C0017574,,infrequent,0.001,0.01,PT,C0017574,Gingivitis,FALSE,4.1
CID100005734,CID000005734,C0017601,,infrequent,0.001,0.01,PT,C0017601,Glaucoma,FALSE,4.1
CID100005734,CID000005734,C0017675,,infrequent,0.001,0.01,PT,C0017675,Glossitis,FALSE,4.1
CID100005734,CID000005734,C0018418,,rare,0,0.001,PT,C0018418,Gynaecomastia,FALSE,4.1
CID100005734,CID000005734,C0018926,,rare,0,0.001,PT,C0018926,Haematemesis,FALSE,4.1
CID100005734,CID000005734,C0018965,,infrequent,0.001,0.01,PT,C0018965,Haematuria,FALSE,4.1
CID100005734,CID000005734,C0019079,,rare,0,0.001,PT,C0019079,Haemoptysis,FALSE,4.1
CID100005734,CID000005734,C0018681,,10%,0.1,0.1,PT,C0018681,Headache,FALSE,4.1
CID100005734,CID000005734,C0018681,placebo,8%,0.08,0.08,PT,C0018681,Headache,TRUE,4.1
CID100005734,CID000005734,C0019572,,infrequent,0.001,0.01,PT,C0019572,Hirsutism,FALSE,4.1
CID100005734,CID000005734,C0020453,,frequent,0.01,1,PT,C0020453,Hyperaesthesia,FALSE,4.1
CID100005734,CID000005734,C0020453,,rare,0,0.001,PT,C0020453,Hyperaesthesia,FALSE,4.1
CID100005734,CID000005734,C0038990,,infrequent,0.001,0.01,PT,C0020458,Hyperhidrosis,FALSE,4.1
CID100005734,CID000005734,C0424295,,infrequent,0.001,0.01,PT,C0424295,Hyperkinesia,FALSE,4.1
CID100005734,CID000005734,C0151889,,infrequent,0.001,0.01,PT,C0151889,Hyperreflexia,FALSE,4.1
CID100005734,CID000005734,C0020517,,infrequent,0.001,0.01,PT,C0020517,Hypersensitivity,FALSE,4.1
CID100005734,CID000005734,C0020538,,infrequent,0.001,0.01,PT,C0020538,Hypertension,FALSE,4.1
CID100005734,CID000005734,C0026826,,infrequent,0.001,0.01,PT,C0026826,Hypertonia,FALSE,4.1
CID100005734,CID000005734,C0020615,,rare,0,0.001,PT,C0020615,Hypoglycaemia,FALSE,4.1
CID100005734,CID000005734,C0086439,,rare,0,0.001,PT,C0086439,Hypokinesia,FALSE,4.1
CID100005734,CID000005734,C0020625,,rare,0,0.001,PT,C0020625,Hyponatraemia,FALSE,4.1
CID100005734,CID000005734,C0020649,,infrequent,0.001,0.01,PT,C0020649,Hypotension,FALSE,4.1
CID100005734,CID000005734,C0026827,,infrequent,0.001,0.01,PT,C0026827,Hypotonia,FALSE,4.1
CID100005734,CID000005734,C0231218,,infrequent,0.001,0.01,PT,C2047937,Ill-defined disorder,FALSE,4.1
CID100005734,CID000005734,C0021051,,infrequent,0.001,0.01,PT,C0021051,Immunodeficiency,FALSE,4.1
CID100005734,CID000005734,C0021400,,4%,0.04,0.04,PT,C0021400,Influenza,FALSE,4.1
CID100005734,CID000005734,C0021400,placebo,3%,0.03,0.03,PT,C0021400,Influenza,TRUE,4.1
CID100005734,CID000005734,C0151736,,frequent,0.01,1,PT,C3263723,Injury,FALSE,4.1
CID100005734,CID000005734,C0917801,,6%,0.06,0.06,PT,C0917801,Insomnia,FALSE,4.1
CID100005734,CID000005734,C0917801,placebo,3%,0.03,0.03,PT,C0917801,Insomnia,TRUE,4.1
CID100005734,CID000005734,C0022081,,rare,0,0.001,PT,C0022081,Iritis,FALSE,4.1
CID100005734,CID000005734,C0022107,,9%,0.09,0.09,PT,C0022107,Irritability,FALSE,4.1
CID100005734,CID000005734,C0022107,placebo,4%,0.04,0.04,PT,C0022107,Irritability,TRUE,4.1
CID100005734,CID000005734,C0022354,,rare,0,0.001,PT,C0022354,Jaundice cholestatic,FALSE,4.1
CID100005734,CID000005734,C0023530,,infrequent,0.001,0.01,PT,C0023530,Leukopenia,FALSE,4.1
CID100005734,CID000005734,C0011124,,infrequent,0.001,0.01,PT,C0011124,Libido decreased,FALSE,4.1
CID100005734,CID000005734,C0039070,,infrequent,0.001,0.01,PT,C0041657,Loss of consciousness,FALSE,4.1
CID100005734,CID000005734,C0497156,,infrequent,0.001,0.01,PT,C0497156,Lymphadenopathy,FALSE,4.1
CID100005734,CID000005734,C0231218,,infrequent,0.001,0.01,PT,C0231218,Malaise,FALSE,4.1
CID100005734,CID000005734,C0024894,,rare,0,0.001,PT,C0024894,Mastitis,FALSE,4.1
CID100005734,CID000005734,C0025222,,infrequent,0.001,0.01,PT,C0025222,Melaena,FALSE,4.1
CID100005734,CID000005734,C0025323,,rare,0,0.001,PT,C0025323,Menorrhagia,FALSE,4.1
CID100005734,CID000005734,C0085576,,rare,0,0.001,PT,C0085576,Microcytic anaemia,FALSE,4.1
CID100005734,CID000005734,C0085606,,infrequent,0.001,0.01,PT,C0085606,Micturition urgency,FALSE,4.1
CID100005734,CID000005734,C0038367,,infrequent,0.001,0.01,PT,C0149745,Mouth ulceration,FALSE,4.1
CID100005734,CID000005734,C0149745,,rare,0,0.001,PT,C0149745,Mouth ulceration,FALSE,4.1
CID100005734,CID000005734,C0026650,,infrequent,0.001,0.01,PT,C0026650,Movement disorder,FALSE,4.1
CID100005734,CID000005734,C0026827,,infrequent,0.001,0.01,PT,C1142135,Muscle relaxant therapy,FALSE,4.1
CID100005734,CID000005734,C0023218,,infrequent,0.001,0.01,PT,C0037763,Muscle spasms,FALSE,4.1
CID100005734,CID000005734,C0231530,,infrequent,0.001,0.01,PT,C0231530,Muscle twitching,FALSE,4.1
CID100005734,CID000005734,C0947912,,infrequent,0.001,0.01,PT,C0151786,Muscular weakness,FALSE,4.1
CID100005734,CID000005734,C0003862,,infrequent,0.001,0.01,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1
CID100005734,CID000005734,C0231528,,infrequent,0.001,0.01,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1
CID100005734,CID000005734,C0151315,,infrequent,0.001,0.01,PT,C0948525,Musculoskeletal stiffness,FALSE,4.1
CID100005734,CID000005734,C0231528,,infrequent,0.001,0.01,PT,C0231528,Myalgia,FALSE,4.1
CID100005734,CID000005734,C0027066,,rare,0,0.001,PT,C0027066,Myoclonus,FALSE,4.1
CID100005734,CID000005734,C0027497,,9%,0.09,0.09,PT,C0027497,Nausea,FALSE,4.1
CID100005734,CID000005734,C0027497,placebo,6%,0.06,0.06,PT,C0027497,Nausea,TRUE,4.1
CID100005734,CID000005734,C0027769,,2%,0.02,0.02,PT,C0027769,Nervousness,FALSE,4.1
CID100005734,CID000005734,C0027769,placebo,1%,0.01,0.01,PT,C0027769,Nervousness,TRUE,4.1
CID100005734,CID000005734,C0027813,,infrequent,0.001,0.01,PT,C0027813,Neuritis,FALSE,4.1
CID100005734,CID000005734,C0027813,,infrequent,0.001,0.01,PT,C0031117,Neuropathy peripheral,FALSE,4.1
CID100005734,CID000005734,C0442874,,infrequent,0.001,0.01,PT,C0031117,Neuropathy peripheral,FALSE,4.1
CID100005734,CID000005734,C0028734,,infrequent,0.001,0.01,PT,C0028734,Nocturia,FALSE,4.1
CID100005734,CID000005734,C0151315,,infrequent,0.001,0.01,PT,C1320474,Nuchal rigidity,FALSE,4.1
CID100005734,CID000005734,C0028738,,4%,0.04,0.04,PT,C0028738,Nystagmus,FALSE,4.1
CID100005734,CID000005734,C0028738,placebo,2%,0.02,0.02,PT,C0028738,Nystagmus,TRUE,4.1
CID100005734,CID000005734,C0085637,,rare,0,0.001,PT,C0085637,Oculogyric crisis,FALSE,4.1
CID100005734,CID000005734,C0013604,,infrequent,0.001,0.01,PT,C0013604,Oedema,FALSE,4.1
CID100005734,CID000005734,C0085649,,infrequent,0.001,0.01,PT,C0085649,Oedema peripheral,FALSE,4.1
CID100005734,CID000005734,C0014868,,rare,0,0.001,PT,C0014868,Oesophagitis,FALSE,4.1
CID100005734,CID000005734,C0013362,,infrequent,0.001,0.01,PT,C0029408,Osteoarthritis,FALSE,4.1
CID100005734,CID000005734,C0030252,,infrequent,0.001,0.01,PT,C0030252,Palpitations,FALSE,4.1
CID100005734,CID000005734,C0001339,,postmarketing,0,0.001,PT,C0001339,Pancreatitis acute,FALSE,4.1
CID100005734,CID000005734,C0030554,,4%,0.04,0.04,PT,C0030554,Paraesthesia,FALSE,4.1
CID100005734,CID000005734,C0030554,,infrequent,0.001,0.01,PT,C0030554,Paraesthesia,FALSE,4.1
CID100005734,CID000005734,C0030554,placebo,1%,0.01,0.01,PT,C0030554,Paraesthesia,TRUE,4.1
CID100005734,CID000005734,C0151838,,rare,0,0.001,PT,C0521591,Paraesthesia oral,FALSE,4.1
CID100005734,CID000005734,C1510410,,infrequent,0.001,0.01,PT,C1510410,Parosmia,FALSE,4.1
CID100005734,CID000005734,C0030920,,infrequent,0.001,0.01,PT,C0030920,Peptic ulcer,FALSE,4.1
CID100005734,CID000005734,C0031256,,rare,0,0.001,PT,C0031256,Petechiae,FALSE,4.1
CID100005734,CID000005734,C0031350,,frequent,0.01,1,PT,C0031350,Pharyngitis,FALSE,4.1
CID100005734,CID000005734,C0085636,,rare,0,0.001,PT,C0085636,Photophobia,FALSE,4.1
CID100005734,CID000005734,C0042023,,infrequent,0.001,0.01,PT,C0042023,Pollakiuria,FALSE,4.1
CID100005734,CID000005734,C0085606,,infrequent,0.001,0.01,PT,C0042023,Pollakiuria,FALSE,4.1
CID100005734,CID000005734,C0032617,,infrequent,0.001,0.01,PT,C0032617,Polyuria,FALSE,4.1
CID100005734,CID000005734,C0033774,,frequent,0.01,1,PT,C0033774,Pruritus,FALSE,4.1
CID100005734,CID000005734,C0034065,,rare,0,0.001,PT,C0034065,Pulmonary embolism,FALSE,4.1
CID100005734,CID000005734,C0015230,,3%,0.03,0.03,PT,C0015230,Rash,FALSE,4.1
CID100005734,CID000005734,C0015230,placebo,2%,0.02,0.02,PT,C0015230,Rash,TRUE,4.1
CID100005734,CID000005734,C0423791,,infrequent,0.001,0.01,PT,C0423791,Rash maculo-papular,FALSE,4.1
CID100005734,CID000005734,C0085641,,infrequent,0.001,0.01,PT,C0085641,Rash pustular,FALSE,4.1
CID100005734,CID000005734,C0151883,,infrequent,0.001,0.01,PT,C0085641,Rash pustular,FALSE,4.1
CID100005734,CID000005734,C0267596,,infrequent,0.001,0.01,PT,C0267596,Rectal haemorrhage,FALSE,4.1
CID100005734,CID000005734,C0035410,,postmarketing,0,0.001,PT,C0035410,Rhabdomyolysis,FALSE,4.1
CID100005734,CID000005734,C0035455,,2%,0.02,0.02,PT,C0035455,Rhinitis,FALSE,4.1
CID100005734,CID000005734,C0035455,placebo,1%,0.01,0.01,PT,C0035455,Rhinitis,TRUE,4.1
CID100005734,CID000005734,C0036454,,infrequent,0.001,0.01,PT,C0036454,Scotoma,FALSE,4.1
CID100005734,CID000005734,C0039070,,infrequent,0.001,0.01,PT,C0036974,Shock,FALSE,4.1
CID100005734,CID000005734,C2830004,,17%,0.17,0.17,PT,C2830004,Somnolence,FALSE,4.1
CID100005734,CID000005734,C2830004,placebo,7%,0.07,0.07,PT,C2830004,Somnolence,TRUE,4.1
CID100005734,CID000005734,C0233715,,5%,0.05,0.05,PT,C0037822,Speech disorder,FALSE,4.1
CID100005734,CID000005734,C0233715,placebo,2%,0.02,0.02,PT,C0037822,Speech disorder,TRUE,4.1
CID100005734,CID000005734,C0038362,,infrequent,0.001,0.01,PT,C0038362,Stomatitis,FALSE,4.1
CID100005734,CID000005734,C0149745,,rare,0,0.001,PT,C0038362,Stomatitis,FALSE,4.1
CID100005734,CID000005734,C0039070,,infrequent,0.001,0.01,PT,C0039070,Syncope,FALSE,4.1
CID100005734,CID000005734,C0409974,,rare,0,0.001,PT,C0024141,Systemic lupus erythematosus,FALSE,4.1
CID100005734,CID000005734,C0039231,,infrequent,0.001,0.01,PT,C0039231,Tachycardia,FALSE,4.1
CID100005734,CID000005734,C0027769,,2%,0.02,0.02,PT,C0233494,Tension,FALSE,4.1
CID100005734,CID000005734,C0027769,placebo,1%,0.01,0.01,PT,C0233494,Tension,TRUE,4.1
CID100005734,CID000005734,C0039971,,infrequent,0.001,0.01,PT,C0039971,Thirst,FALSE,4.1
CID100005734,CID000005734,C0040034,,rare,0,0.001,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100005734,CID000005734,C0040046,,infrequent,0.001,0.01,PT,C0040046,Thrombophlebitis,FALSE,4.1
CID100005734,CID000005734,C0040264,,frequent,0.01,1,PT,C0040264,Tinnitus,FALSE,4.1
CID100005734,CID000005734,C0040822,,frequent,0.01,1,PT,C0040822,Tremor,FALSE,4.1
CID100005734,CID000005734,C0042024,,infrequent,0.001,0.01,PT,C0042024,Urinary incontinence,FALSE,4.1
CID100005734,CID000005734,C0080274,,infrequent,0.001,0.01,PT,C0080274,Urinary retention,FALSE,4.1
CID100005734,CID000005734,C0032617,,infrequent,0.001,0.01,PT,C1167965,Urine output increased,FALSE,4.1
CID100005734,CID000005734,C0042109,,infrequent,0.001,0.01,PT,C0042109,Urticaria,FALSE,4.1
CID100005734,CID000005734,C0015469,,rare,0,0.001,PT,C0919980,VIIth nerve paralysis,FALSE,4.1
CID100005734,CID000005734,C0232352,,infrequent,0.001,0.01,PT,C0232352,Vascular insufficiency,FALSE,4.1
CID100005734,CID000005734,C0151636,,rare,0,0.001,PT,C0151636,Ventricular extrasystoles,FALSE,4.1
CID100005734,CID000005734,C0042571,,infrequent,0.001,0.01,PT,C0042571,Vertigo,FALSE,4.1
CID100005734,CID000005734,C0042963,,2%,0.02,0.02,PT,C0042963,Vomiting,FALSE,4.1
CID100005734,CID000005734,C0042963,,frequent,0.01,1,PT,C0042963,Vomiting,FALSE,4.1
CID100005734,CID000005734,C0043096,,1%,0.01,0.01,PT,C0043096,Weight decreased,FALSE,4.1
CID100005734,CID000005734,C0043096,,3%,0.03,0.03,PT,C0043096,Weight decreased,FALSE,4.1
CID100005734,CID000005734,C0043096,placebo,2%,0.02,0.02,PT,C0043096,Weight decreased,TRUE,4.1
CID100005734,CID000005734,C0043094,,infrequent,0.001,0.01,PT,C0043094,Weight increased,FALSE,4.1
CID100005735,CID000969472,C0234458,,1%,0.01,0.01,PT,C0234458,Abnormal dreams,FALSE,4.1
CID100005735,CID000969472,C0234458,,3%,0.03,0.03,PT,C0234458,Abnormal dreams,FALSE,4.1
CID100005735,CID000969472,C0234458,placebo,0%,0,0,PT,C0234458,Abnormal dreams,TRUE,4.1
CID100005735,CID000969472,C0085633,,infrequent,0.001,0.01,PT,C0233472,Affect lability,FALSE,4.1
CID100005735,CID000969472,C0085631,,infrequent,0.001,0.01,PT,C0085631,Agitation,FALSE,4.1
CID100005735,CID000969472,C0002170,,infrequent,0.001,0.01,PT,C0002170,Alopecia,FALSE,4.1
CID100005735,CID000969472,C0002453,,infrequent,0.001,0.01,PT,C0002453,Amenorrhoea,FALSE,4.1
CID100005735,CID000969472,C0002871,,infrequent,0.001,0.01,PT,C0002871,Anaemia,FALSE,4.1
CID100005735,CID000969472,C0003467,,1%,0.01,0.01,PT,C0003467,Anxiety,FALSE,4.1
CID100005735,CID000969472,C0003467,,3%,0.03,0.03,PT,C0003467,Anxiety,FALSE,4.1
CID100005735,CID000969472,C0003467,placebo,0%,0,0,PT,C0003467,Anxiety,TRUE,4.1
CID100005735,CID000969472,C0085632,,infrequent,0.001,0.01,PT,C0085632,Apathy,FALSE,4.1
CID100005735,CID000969472,C0003864,,infrequent,0.001,0.01,PT,C0003864,Arthritis,FALSE,4.1
CID100005735,CID000969472,C0022408,,infrequent,0.001,0.01,PT,C0022408,Arthropathy,FALSE,4.1
CID100005735,CID000969472,C0022408,,rare,0,0.001,PT,C0022408,Arthropathy,FALSE,4.1
CID100005735,CID000969472,C0004096,,infrequent,0.001,0.01,PT,C0004096,Asthma,FALSE,4.1
CID100005735,CID000969472,C0004134,,infrequent,0.001,0.01,PT,C0004134,Ataxia,FALSE,4.1
CID100005735,CID000969472,C0010692,,infrequent,0.001,0.01,PT,C0232849,Bladder pain,FALSE,4.1
CID100005735,CID000969472,C0015967,,infrequent,0.001,0.01,PT,C0015967,Body temperature increased,FALSE,4.1
CID100005735,CID000969472,C0085688,,infrequent,0.001,0.01,PT,C0085688,Breast engorgement,FALSE,4.1
CID100005735,CID000969472,C2225524,,infrequent,0.001,0.01,PT,C2225524,Breast enlargement,FALSE,4.1
