drug_id,drug_name,drug_type,max_stage,n_interactome_targets_hit,targets_hit,moa,moa_n_targets,hits_first_shell,hits_eef1a_seed,n_indications,inds_score,on_score,se_score_undefined,composite_score_variantA
CHEMBL4594472,BAFISONTAMAB,Antibody,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL4650279,TUXOBERTINIB,Small molecule,PHASE_1_2,1,EGFR,Epidermal growth factor receptor erbB1 negative allosteric modulator; Receptor protein-tyrosine kinase erbB-2 negative allosteric modulator,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL5314407,ARQ-736,Small molecule,PHASE_1,1,RAF1,Serine/threonine-protein kinase B-raf inhibitor; Serine/threonine-protein kinase RAF inhibitor,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL6067986,AV-412,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,TRUE,FALSE,1,0.008,0.01282051282051282,0,0.005514389765674632
CHEMBL1090090,VX-702,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL11662,OZAGREL,Small molecule,APPROVAL,1,TBXAS1,Thromboxane-A synthase inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL1201477,POLYESTRADIOL PHOSPHATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL2107779,SEMAPIMOD,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL2107872,DELCASERTIB,Unknown,PHASE_2,1,PRKCD,Protein kinase C delta inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL2109307,LMB-7,Unknown,PHASE_1,1,EEF2,Elongation factor 2 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL2109390,MAB-425,Unknown,UNKNOWN,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL258940,FALNIDAMOL,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3301572,NUSINERSEN,Oligonucleotide,APPROVAL,1,SMN2,SMN2 pre-mRNA positive modulator,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3545017,GTX-758,Small molecule,PHASE_2,1,ESR1,Estrogen receptor alpha agonist,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3545210,TAS-108,Small molecule,PHASE_2,1,ESR1,Estrogen receptor alpha antagonist,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3545216,FX-005,Unknown,PHASE_2_3,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3545235,SIMOTINIB,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3545398,PG-760564,Unknown,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3581693,BRILANESTRANT,Small molecule,PHASE_2,1,ESR1,Estrogen receptor degrader,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3623290,AZD-3759,Small molecule,PHASE_2_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL363648,TAK-715,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3786098,PF-06459988,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3833330,CINPANEMAB,Antibody,PHASE_2,1,SNCA,Alpha-synuclein inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3833342,NUSINERSEN SODIUM,Oligonucleotide,APPROVAL,1,SMN2,SMN2 pre-mRNA positive modulator,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3989970,MAVELERTINIB,Small molecule,PHASE_1_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3989978,PREXIGEBERSEN,Oligonucleotide,PHASE_2,1,GRB2,Growth factor receptor-bound protein 2 mRNA antisense inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL3989988,MODOTUXIMAB,Antibody,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 antagonist; Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL4297363,UCB-1184197,Small molecule,PHASE_2,1,ITGA4,Integrin alpha-4 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL4297842,TOMUZOTUXIMAB,Antibody,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL4298077,PRASINEZUMAB,Antibody,PHASE_3,1,SNCA,Alpha-synuclein binding agent,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL4298088,CETUXIMAB SAROTALOCAN,Antibody drug conjugate,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 binding agent,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL4298093,SEMORINEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL4594492,REVUSIRAN,Oligonucleotide,PHASE_3,1,TTR,Transthyretin mRNA RNAi inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL4650281,CLN-081,Small molecule,PHASE_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL4650402,POSDINEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL4802154,TILPISERTIB,Small molecule,PHASE_2,1,MAP3K8,Mitogen-activated protein kinase kinase kinase 8 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL4802239,MOBOCERTINIB SUCCINATE,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL5314397,ACUMAPIMOD,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL5314410,THELIATINIB,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,1,0.008,0,0,0.004016064257028113
CHEMBL1018,DIENESTROL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,TRUE,FALSE,0,0,0,0,0
CHEMBL1090089,PAMAPIMOD,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,0,0,0,0,0
CHEMBL1200973,ESTRADIOL CYPIONATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,TRUE,FALSE,0,0,0,0,0
CHEMBL1201151,MESTRANOL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,TRUE,FALSE,0,0,0,0,0
CHEMBL1230122,R-1487,Small molecule,PHASE_1,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,0,0,0,0,0
CHEMBL1614702,SCIO-323,Small molecule,PRECLINICAL,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,0,0,0,0,0
CHEMBL1963502,PKI-166,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,0,0,0,0,0
CHEMBL2031465,AZD-6703,Small molecule,PHASE_1,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,0,0,0,0,0
CHEMBL3544998,LY-3007113,Unknown,PHASE_1,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,0,0,0,0,0
CHEMBL3545117,AVE-9940,Unknown,PHASE_1,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,0,0,0,0,0
CHEMBL3545201,TA-5493,Unknown,PHASE_1,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,0,0,0,0,0
CHEMBL422872,AZD-4769,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,TRUE,FALSE,0,0,0,0,0
CHEMBL585902,AMG-548,Small molecule,UNKNOWN,1,MAPK14,MAP kinase p38 alpha inhibitor,1,TRUE,FALSE,0,0,0,0,0
